# Program:featureCounts v2.0.6; Command:"featureCounts" "-a" "/work/geisingerlab/Mark/REF_GENOMES/17978-mff/NZ_CP012004.gtf" "-o" "/work/geisingerlab/Mark/rnaSeq/2024-04-03_pbpGlpsB_clean-redo/data/featurecounts/counts.txt" "-p" "-t" "transcript" "/work/geisingerlab/Mark/rnaSeq/2024-04-03_pbpGlpsB_clean-redo/data/mapped/DlpsB_1Aligned.sortedByCoord.out.bam" "/work/geisingerlab/Mark/rnaSeq/2024-04-03_pbpGlpsB_clean-redo/data/mapped/DlpsB_2Aligned.sortedByCoord.out.bam" "/work/geisingerlab/Mark/rnaSeq/2024-04-03_pbpGlpsB_clean-redo/data/mapped/DlpsB_3Aligned.sortedByCoord.out.bam" "/work/geisingerlab/Mark/rnaSeq/2024-04-03_pbpGlpsB_clean-redo/data/mapped/DpbpG_1Aligned.sortedByCoord.out.bam" "/work/geisingerlab/Mark/rnaSeq/2024-04-03_pbpGlpsB_clean-redo/data/mapped/DpbpG_2Aligned.sortedByCoord.out.bam" "/work/geisingerlab/Mark/rnaSeq/2024-04-03_pbpGlpsB_clean-redo/data/mapped/DpbpG_3Aligned.sortedByCoord.out.bam" "/work/geisingerlab/Mark/rnaSeq/2024-04-03_pbpGlpsB_clean-redo/data/mapped/WT_1Aligned.sortedByCoord.out.bam" "/work/geisingerlab/Mark/rnaSeq/2024-04-03_pbpGlpsB_clean-redo/data/mapped/WT_2Aligned.sortedByCoord.out.bam" "/work/geisingerlab/Mark/rnaSeq/2024-04-03_pbpGlpsB_clean-redo/data/mapped/WT_3Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	/work/geisingerlab/Mark/rnaSeq/2024-04-03_pbpGlpsB_clean-redo/data/mapped/DlpsB_1Aligned.sortedByCoord.out.bam	/work/geisingerlab/Mark/rnaSeq/2024-04-03_pbpGlpsB_clean-redo/data/mapped/DlpsB_2Aligned.sortedByCoord.out.bam	/work/geisingerlab/Mark/rnaSeq/2024-04-03_pbpGlpsB_clean-redo/data/mapped/DlpsB_3Aligned.sortedByCoord.out.bam	/work/geisingerlab/Mark/rnaSeq/2024-04-03_pbpGlpsB_clean-redo/data/mapped/DpbpG_1Aligned.sortedByCoord.out.bam	/work/geisingerlab/Mark/rnaSeq/2024-04-03_pbpGlpsB_clean-redo/data/mapped/DpbpG_2Aligned.sortedByCoord.out.bam	/work/geisingerlab/Mark/rnaSeq/2024-04-03_pbpGlpsB_clean-redo/data/mapped/DpbpG_3Aligned.sortedByCoord.out.bam	/work/geisingerlab/Mark/rnaSeq/2024-04-03_pbpGlpsB_clean-redo/data/mapped/WT_1Aligned.sortedByCoord.out.bam	/work/geisingerlab/Mark/rnaSeq/2024-04-03_pbpGlpsB_clean-redo/data/mapped/WT_2Aligned.sortedByCoord.out.bam	/work/geisingerlab/Mark/rnaSeq/2024-04-03_pbpGlpsB_clean-redo/data/mapped/WT_3Aligned.sortedByCoord.out.bam
gene-ACX60_RS10305	NZ_CP012004.1	2160622	2161602	-	981	309	489	472	375	409	510	383	396	396
gene-ACX60_RS10310	NZ_CP012004.1	2161614	2162375	-	762	720	1093	1100	1096	1115	1127	776	938	992
gene-ACX60_RS10315	NZ_CP012004.1	2162385	2163395	-	1011	794	1210	1235	1174	1113	1367	974	1003	1331
gene-ACX60_RS10320	NZ_CP012004.1	2163398	2165125	-	1728	3764	5781	5962	5536	5971	6480	5139	5669	6047
gene-ACX60_RS10325	NZ_CP012004.1	2165122	2165550	-	429	487	780	744	933	875	1025	887	1052	1153
gene-ACX60_RS10330	NZ_CP012004.1	2165566	2166201	-	636	401	659	634	747	758	659	746	757	974
gene-ACX60_RS10335	NZ_CP012004.1	2166251	2167138	-	888	863	1488	1659	1349	1304	1694	1555	1675	1715
gene-ACX60_RS10340	NZ_CP012004.1	2167135	2167917	-	783	906	1448	1875	1303	1156	1700	1540	1739	1754
gene-ACX60_RS10345	NZ_CP012004.1	2167939	2168571	-	633	741	1064	1456	1039	1082	1393	1154	1160	1351
gene-ACX60_RS10350	NZ_CP012004.1	2168659	2169348	-	690	654	1008	1178	790	920	1000	880	842	951
gene-ACX60_RS10355	NZ_CP012004.1	2169348	2170361	-	1014	1093	1590	1912	1547	1397	1708	1549	1545	1562
gene-ACX60_RS10360	NZ_CP012004.1	2170482	2172920	+	2439	5156	7417	7919	7349	7535	8010	5540	5775	6816
gene-ACX60_RS10365	NZ_CP012004.1	2172920	2174230	+	1311	2095	2956	3450	3442	3387	3897	2401	2766	2789
gene-ACX60_RS10370	NZ_CP012004.1	2174349	2175386	-	1038	16402	24696	24042	27658	29096	29581	20585	24784	26318
gene-ACX60_RS10375	NZ_CP012004.1	2175508	2175750	-	243	76	170	133	120	170	113	75	89	89
gene-ACX60_RS10380	NZ_CP012004.1	2175875	2177062	-	1188	2594	3993	4727	3906	3734	4888	3819	4349	4149
gene-ACX60_RS10385	NZ_CP012004.1	2177201	2177584	+	384	605	794	935	593	611	739	791	684	771
gene-ACX60_RS10390	NZ_CP012004.1	2177584	2178177	+	594	628	798	1121	700	605	836	661	705	775
gene-ACX60_RS10395	NZ_CP012004.1	2178208	2179371	+	1164	1434	2343	2944	2058	1640	2661	2032	2244	2190
gene-ACX60_RS10400	NZ_CP012004.1	2179709	2180275	+	567	253	431	679	326	256	472	465	436	523
gene-ACX60_RS10405	NZ_CP012004.1	2180750	2181058	+	309	32	67	127	47	51	64	52	43	69
gene-ACX60_RS10410	NZ_CP012004.1	2181481	2182683	+	1203	4205	5801	7133	5413	4721	6753	7094	7394	7006
gene-ACX60_RS10415	NZ_CP012004.1	2182689	2183369	+	681	1015	1387	1557	1395	1396	1578	1559	1844	1689
gene-ACX60_RS10420	NZ_CP012004.1	2183373	2183909	+	537	271	444	597	442	325	490	382	453	488
gene-ACX60_RS10425	NZ_CP012004.1	2184284	2186131	+	1848	797	1135	1206	1003	938	1137	1152	973	1254
gene-ACX60_RS10430	NZ_CP012004.1	2186131	2186571	+	441	389	594	478	454	491	490	348	430	509
gene-ACX60_RS10435	NZ_CP012004.1	2186680	2187705	+	1026	654	907	988	619	692	814	728	761	881
gene-ACX60_RS10440	NZ_CP012004.1	2187744	2188118	+	375	175	313	338	213	220	256	168	188	191
gene-ACX60_RS10445	NZ_CP012004.1	2188212	2188919	+	708	96	221	200	137	155	138	136	124	196
gene-ACX60_RS10450	NZ_CP012004.1	2189326	2190816	+	1491	6668	9092	9870	7092	6868	8594	8260	8133	9740
gene-ACX60_RS10455	NZ_CP012004.1	2190850	2191338	-	489	18	36	24	24	30	36	44	34	40
gene-ACX60_RS10460	NZ_CP012004.1	2191463	2195215	+	3753	14479	18678	24727	14647	11720	16647	14254	13208	18219
gene-ACX60_RS10465	NZ_CP012004.1	2195321	2195794	+	474	68	64	105	87	50	76	103	84	93
gene-ACX60_RS10470	NZ_CP012004.1	2195898	2196983	+	1086	747	1149	1302	1122	1132	1381	962	911	1002
gene-ACX60_RS10475	NZ_CP012004.1	2197232	2197462	+	231	82	123	216	146	134	187	148	135	137
gene-ACX60_RS10480	NZ_CP012004.1	2197498	2198244	-	747	78	92	110	86	52	92	78	57	114
gene-ACX60_RS10485	NZ_CP012004.1	2198431	2199021	+	591	262	310	329	310	316	343	314	269	303
gene-ACX60_RS10490	NZ_CP012004.1	2199067	2199657	-	591	865	1322	1653	1067	1083	1357	795	961	1003
gene-ACX60_RS10495	NZ_CP012004.1	2199873	2200280	+	408	391	536	647	356	377	471	324	373	370
gene-ACX60_RS10500	NZ_CP012004.1	2200335	2202323	-	1989	10168	14962	16230	14494	14517	16850	11434	13359	14557
gene-ACX60_RS10505	NZ_CP012004.1	2202848	2204014	+	1167	6296	10029	8725	10901	10915	10956	9893	11465	10729
gene-ACX60_RS19780	NZ_CP012004.1	2204138	2204386	-	249	82	102	100	85	53	104	88	81	91
gene-ACX60_RS10515	NZ_CP012004.1	2204645	2204830	+	186	20	50	41	22	7	34	43	22	46
gene-ACX60_RS10520	NZ_CP012004.1	2204893	2205453	-	561	1552	2894	3009	1911	1755	1769	1966	2219	2324
gene-ACX60_RS10525	NZ_CP012004.1	2205852	2206676	+	825	442	654	658	577	538	580	283	356	379
gene-ACX60_RS10530	NZ_CP012004.1	2206748	2207293	-	546	180	297	314	237	146	249	258	234	275
gene-ACX60_RS10535	NZ_CP012004.1	2207290	2207883	-	594	232	349	327	200	233	247	239	255	336
gene-ACX60_RS10540	NZ_CP012004.1	2208113	2208658	+	546	698	933	1038	849	869	958	931	925	1060
gene-ACX60_RS10545	NZ_CP012004.1	2208663	2210123	-	1461	324	450	462	425	430	398	431	412	582
gene-ACX60_RS10550	NZ_CP012004.1	2210152	2211240	+	1089	348	504	574	517	379	585	502	458	534
gene-ACX60_RS10555	NZ_CP012004.1	2211340	2212329	+	990	3650	5829	5852	6198	5639	6837	7829	8591	8628
gene-ACX60_RS10560	NZ_CP012004.1	2212375	2212587	-	213	1	14	10	8	12	8	14	23	22
gene-ACX60_RS10565	NZ_CP012004.1	2212651	2213001	-	351	2	9	17	11	5	15	16	20	18
gene-ACX60_RS10570	NZ_CP012004.1	2213447	2213983	+	537	75	90	151	47	33	86	124	181	130
gene-ACX60_RS10575	NZ_CP012004.1	2214054	2214794	+	741	23	64	88	57	42	69	117	179	149
gene-ACX60_RS10580	NZ_CP012004.1	2214846	2217383	+	2538	98	177	223	161	102	201	174	215	248
gene-ACX60_RS10585	NZ_CP012004.1	2217380	2218399	+	1020	293	438	539	386	214	466	528	527	650
gene-ACX60_RS10590	NZ_CP012004.1	2218976	2219155	+	180	0	1	2	0	0	1	2	0	0
gene-ACX60_RS10595	NZ_CP012004.1	2219195	2220046	-	852	92	104	155	110	104	170	109	74	117
gene-ACX60_RS10600	NZ_CP012004.1	2220141	2221070	+	930	699	1046	1199	455	352	572	420	290	309
gene-ACX60_RS10605	NZ_CP012004.1	2221183	2221647	+	465	48	87	105	28	30	36	34	30	35
gene-ACX60_RS10610	NZ_CP012004.1	2221900	2223315	+	1416	121	179	224	158	142	181	249	235	259
gene-ACX60_RS10615	NZ_CP012004.1	2223373	2223810	-	438	263	443	709	414	295	514	554	532	437
gene-ACX60_RS10620	NZ_CP012004.1	2223900	2224799	+	900	46	84	96	50	48	62	54	82	68
gene-ACX60_RS10625	NZ_CP012004.1	2225379	2226611	-	1233	19	28	62	8	12	24	30	27	50
gene-ACX60_RS10630	NZ_CP012004.1	2226769	2226845	+	77	1	4	2	0	2	4	3	3	9
gene-ACX60_RS10635	NZ_CP012004.1	2227043	2227906	-	864	96	100	140	74	43	82	115	76	145
gene-ACX60_RS10640	NZ_CP012004.1	2228182	2228742	+	561	18	24	90	25	13	47	64	58	71
gene-ACX60_RS10645	NZ_CP012004.1	2228928	2229473	+	546	139	261	251	174	215	196	117	185	159
gene-ACX60_RS10650	NZ_CP012004.1	2229636	2230385	+	750	1398	2457	3097	2817	2650	3284	2670	3094	2932
gene-ACX60_RS10655	NZ_CP012004.1	2230416	2230886	-	471	103	219	271	269	225	319	285	173	262
gene-ACX60_RS10660	NZ_CP012004.1	2231232	2232548	+	1317	58	66	92	46	67	58	62	48	80
gene-ACX60_RS10665	NZ_CP012004.1	2232599	2233342	-	744	357	594	655	349	353	451	358	367	380
gene-ACX60_RS10670	NZ_CP012004.1	2233356	2234033	-	678	259	440	439	293	243	311	351	368	384
gene-ACX60_RS10675	NZ_CP012004.1	2234036	2234878	-	843	459	749	578	396	430	399	532	636	597
gene-ACX60_RS10680	NZ_CP012004.1	2234973	2235866	-	894	565	1126	1170	550	483	571	678	579	881
gene-ACX60_RS10685	NZ_CP012004.1	2236403	2237167	-	765	494	792	978	540	560	684	959	990	1026
gene-ACX60_RS10690	NZ_CP012004.1	2237513	2238748	+	1236	175	221	239	202	206	134	174	189	197
gene-ACX60_RS10695	NZ_CP012004.1	2238761	2239984	+	1224	211	328	333	202	258	233	169	241	250
gene-ACX60_RS10700	NZ_CP012004.1	2239984	2241396	+	1413	146	204	216	189	190	169	117	176	182
gene-ACX60_RS10705	NZ_CP012004.1	2241411	2242241	+	831	79	150	176	133	114	140	136	142	157
gene-ACX60_RS10710	NZ_CP012004.1	2242255	2243088	+	834	106	137	164	134	142	165	90	115	152
gene-ACX60_RS10715	NZ_CP012004.1	2243094	2244170	+	1077	133	220	276	211	183	251	157	183	213
gene-ACX60_RS10720	NZ_CP012004.1	2244151	2244810	+	660	99	155	132	144	110	124	89	83	140
gene-ACX60_RS10725	NZ_CP012004.1	2244904	2245995	+	1092	3363	5270	5636	4670	4555	5709	3283	3708	4039
gene-ACX60_RS10730	NZ_CP012004.1	2246041	2246562	-	522	30	68	51	62	41	69	74	61	54
gene-ACX60_RS10735	NZ_CP012004.1	2246667	2247362	+	696	23	68	88	61	48	40	52	72	66
gene-ACX60_RS10740	NZ_CP012004.1	2247535	2247870	+	336	94	131	156	46	60	89	59	40	58
gene-ACX60_RS10745	NZ_CP012004.1	2247943	2248413	-	471	79	106	171	111	71	124	82	105	98
gene-ACX60_RS10750	NZ_CP012004.1	2248533	2249255	+	723	345	428	458	356	360	373	449	459	444
gene-ACX60_RS10755	NZ_CP012004.1	2249257	2249598	+	342	134	146	185	157	167	158	178	139	258
gene-ACX60_RS10760	NZ_CP012004.1	2249727	2250116	+	390	230	351	545	160	115	302	225	228	274
gene-ACX60_RS10765	NZ_CP012004.1	2250219	2251436	+	1218	2438	3227	3427	2260	2445	2462	2364	2427	2967
gene-ACX60_RS10770	NZ_CP012004.1	2251464	2254127	+	2664	3149	4439	4555	3543	3970	3735	3390	3625	4271
gene-ACX60_RS10775	NZ_CP012004.1	2254153	2255322	+	1170	2733	3915	3829	3722	4035	3593	2785	3201	3622
gene-ACX60_RS10780	NZ_CP012004.1	2255383	2256015	-	633	12	32	26	35	11	21	22	12	22
gene-ACX60_RS10785	NZ_CP012004.1	2256080	2256925	-	846	164	319	268	312	305	283	216	214	240
gene-ACX60_RS10790	NZ_CP012004.1	2256925	2257410	-	486	134	336	369	166	224	227	136	157	187
gene-ACX60_RS10795	NZ_CP012004.1	2257407	2257826	-	420	167	238	244	141	132	180	79	81	118
gene-ACX60_RS10800	NZ_CP012004.1	2258067	2259497	+	1431	920	1522	1528	1281	1414	1416	882	1105	1131
gene-ACX60_RS10805	NZ_CP012004.1	2259963	2261270	+	1308	301	422	420	214	188	266	322	278	274
gene-ACX60_RS10810	NZ_CP012004.1	2261955	2263022	+	1068	1708	2395	2947	2197	1716	2747	3239	3280	3138
gene-ACX60_RS10815	NZ_CP012004.1	2263237	2266800	+	3564	6004	8694	8934	8420	8124	8737	8791	8684	10100
gene-ACX60_RS10820	NZ_CP012004.1	2266815	2267654	+	840	1430	2234	2395	2055	1909	2350	1865	2081	2468
gene-ACX60_RS10825	NZ_CP012004.1	2267647	2268462	+	816	2214	2871	3069	2270	2061	2642	2003	2148	2510
gene-ACX60_RS10830	NZ_CP012004.1	2268566	2269507	+	942	6479	9274	10928	9468	8830	11686	6816	8223	8564
gene-ACX60_RS10835	NZ_CP012004.1	2269624	2271630	+	2007	365	566	622	472	418	567	434	458	498
gene-ACX60_RS10840	NZ_CP012004.1	2271684	2273249	-	1566	1064	1652	1455	1282	1314	1332	1222	1401	1742
gene-ACX60_RS10845	NZ_CP012004.1	2273427	2273948	-	522	32	14	18	24	34	32	22	15	43
gene-ACX60_RS10850	NZ_CP012004.1	2273948	2274508	-	561	27	38	34	31	33	25	42	41	56
gene-ACX60_RS10855	NZ_CP012004.1	2274610	2275512	+	903	141	222	230	153	138	87	112	127	185
gene-ACX60_RS10860	NZ_CP012004.1	2275604	2276638	-	1035	70	114	112	77	89	74	61	86	102
gene-ACX60_RS10865	NZ_CP012004.1	2276743	2277072	-	330	2	3	12	2	0	2	4	0	3
gene-ACX60_RS10870	NZ_CP012004.1	2277157	2277585	+	429	6	6	14	12	22	11	5	10	22
gene-ACX60_RS10875	NZ_CP012004.1	2277654	2277815	-	162	9	26	10	14	14	15	8	10	22
gene-ACX60_RS10880	NZ_CP012004.1	2277873	2279747	-	1875	276	412	375	261	297	242	160	243	295
gene-ACX60_RS10885	NZ_CP012004.1	2280078	2280764	-	687	51	149	155	67	58	69	66	50	84
gene-ACX60_RS10890	NZ_CP012004.1	2280960	2281850	+	891	100	99	126	97	47	117	63	113	99
gene-ACX60_RS10895	NZ_CP012004.1	2281889	2282638	-	750	136	203	258	170	123	192	130	165	203
gene-ACX60_RS10900	NZ_CP012004.1	2283034	2284503	+	1470	56	105	92	90	70	82	69	96	100
gene-ACX60_RS10905	NZ_CP012004.1	2284500	2285234	+	735	126	235	263	221	142	208	290	213	311
gene-ACX60_RS10910	NZ_CP012004.1	2285305	2286186	-	882	2503	4057	3680	3317	3670	3229	2607	3145	3148
gene-ACX60_RS10915	NZ_CP012004.1	2286195	2287064	-	870	2389	3602	3020	3214	3843	3023	3169	3851	3755
gene-ACX60_RS10920	NZ_CP012004.1	2287061	2287855	-	795	1241	1844	1895	1480	1651	1599	1535	1713	1930
gene-ACX60_RS10925	NZ_CP012004.1	2287865	2288905	-	1041	1764	2785	2914	2381	2665	2289	1979	2576	2719
gene-ACX60_RS10930	NZ_CP012004.1	2289348	2290532	+	1185	732	1117	1085	810	822	850	660	730	838
gene-ACX60_RS10935	NZ_CP012004.1	2290594	2292060	-	1467	42	72	60	47	40	67	42	52	71
gene-ACX60_RS10940	NZ_CP012004.1	2292256	2293647	-	1392	163	224	234	161	170	183	156	136	213
gene-ACX60_RS10945	NZ_CP012004.1	2293824	2295119	-	1296	400	493	610	387	410	444	338	316	455
gene-ACX60_RS10950	NZ_CP012004.1	2295238	2296056	-	819	306	351	473	392	244	418	402	288	304
gene-ACX60_RS10955	NZ_CP012004.1	2296710	2298155	+	1446	1707	2393	2683	2674	2393	2426	2093	2082	2461
gene-ACX60_RS10960	NZ_CP012004.1	2298148	2299152	+	1005	1284	2053	1833	2051	2087	1823	1506	1560	1999
gene-ACX60_RS19535	NZ_CP012004.1	2299166	2299300	+	135	60	103	84	100	78	108	63	58	59
gene-ACX60_RS10970	NZ_CP012004.1	2299399	2300817	+	1419	277	456	553	436	403	456	353	360	475
gene-ACX60_RS10975	NZ_CP012004.1	2300915	2301832	+	918	47	125	116	102	61	78	73	73	75
gene-ACX60_RS10980	NZ_CP012004.1	2301882	2302646	-	765	139	160	147	131	122	78	102	94	155
gene-ACX60_RS10985	NZ_CP012004.1	2302639	2303055	-	417	22	36	43	28	18	29	18	24	43
gene-ACX60_RS10990	NZ_CP012004.1	2303104	2304042	-	939	44	80	102	38	17	56	33	46	73
gene-ACX60_RS10995	NZ_CP012004.1	2304055	2304663	-	609	53	65	88	45	30	32	42	40	61
gene-ACX60_RS11000	NZ_CP012004.1	2304654	2305481	-	828	67	120	93	75	48	54	72	66	102
gene-ACX60_RS11005	NZ_CP012004.1	2305478	2306329	-	852	85	130	112	70	77	63	74	74	80
gene-ACX60_RS11010	NZ_CP012004.1	2306322	2306621	-	300	15	12	8	17	3	2	15	13	13
gene-ACX60_RS11015	NZ_CP012004.1	2306624	2307508	-	885	37	60	63	24	37	42	44	26	55
gene-ACX60_RS11020	NZ_CP012004.1	2307508	2309187	-	1680	72	132	126	98	85	83	114	83	131
gene-ACX60_RS11025	NZ_CP012004.1	2309297	2310211	-	915	52	79	64	70	56	66	56	53	60
gene-ACX60_RS11030	NZ_CP012004.1	2310397	2311071	+	675	236	344	235	259	223	294	367	351	403
gene-ACX60_RS11035	NZ_CP012004.1	2311081	2312268	+	1188	508	808	741	660	748	590	857	886	1105
gene-ACX60_RS11040	NZ_CP012004.1	2312277	2312870	-	594	97	130	115	137	122	152	101	116	116
gene-ACX60_RS11045	NZ_CP012004.1	2312913	2313548	-	636	32	81	38	47	71	59	24	57	70
gene-ACX60_RS11050	NZ_CP012004.1	2313664	2315154	+	1491	147	206	206	146	197	142	175	193	239
gene-ACX60_RS11055	NZ_CP012004.1	2315162	2315851	-	690	30	25	33	41	35	44	37	47	62
gene-ACX60_RS11060	NZ_CP012004.1	2315865	2316296	-	432	4	12	14	8	14	20	21	12	23
gene-ACX60_RS11065	NZ_CP012004.1	2316407	2317312	+	906	51	94	80	62	68	100	76	54	66
gene-ACX60_RS11070	NZ_CP012004.1	2317432	2318058	+	627	307	396	462	319	350	369	222	214	272
gene-ACX60_RS11075	NZ_CP012004.1	2318092	2318952	+	861	527	785	859	752	588	789	431	552	566
gene-ACX60_RS11080	NZ_CP012004.1	2318990	2319910	-	921	123	155	162	113	144	148	119	146	167
gene-ACX60_RS11085	NZ_CP012004.1	2320036	2320773	+	738	22	52	52	28	34	52	41	38	42
gene-ACX60_RS11090	NZ_CP012004.1	2321012	2321521	+	510	18	14	13	9	7	8	14	9	24
gene-ACX60_RS11095	NZ_CP012004.1	2321540	2322481	+	942	34	63	46	44	46	29	44	35	57
gene-ACX60_RS11100	NZ_CP012004.1	2322722	2323654	+	933	129	165	149	88	124	118	105	81	102
gene-ACX60_RS11105	NZ_CP012004.1	2323629	2325590	+	1962	311	423	339	307	264	276	210	197	291
gene-ACX60_RS19540	NZ_CP012004.1	2325986	2326107	-	122	1	5	7	7	1	4	0	6	0
gene-ACX60_RS11110	NZ_CP012004.1	2326196	2326834	-	639	26	45	39	32	12	30	42	26	38
gene-ACX60_RS11115	NZ_CP012004.1	2326926	2327861	+	936	276	424	447	315	320	339	280	269	449
gene-ACX60_RS19545	NZ_CP012004.1	2327938	2328057	+	120	18	33	39	36	14	55	30	35	33
gene-ACX60_RS11120	NZ_CP012004.1	2328108	2328974	-	867	845	1349	1575	970	965	1191	796	1032	1152
gene-ACX60_RS11125	NZ_CP012004.1	2329057	2329917	-	861	858	1361	1592	1033	892	1148	745	883	1029
gene-ACX60_RS11130	NZ_CP012004.1	2329948	2330679	-	732	343	486	573	341	369	453	357	385	439
gene-ACX60_RS11135	NZ_CP012004.1	2330682	2331347	-	666	414	645	552	467	616	556	612	655	669
gene-ACX60_RS11140	NZ_CP012004.1	2331337	2331996	-	660	203	327	413	263	302	356	323	373	428
gene-ACX60_RS19550	NZ_CP012004.1	2332061	2332174	+	114	0	3	1	0	2	0	0	1	1
gene-ACX60_RS11145	NZ_CP012004.1	2332281	2332565	-	285	55	123	157	106	80	87	60	79	76
gene-ACX60_RS11150	NZ_CP012004.1	2332709	2333668	-	960	31	47	59	116	70	110	110	132	134
gene-ACX60_RS11155	NZ_CP012004.1	2333665	2337129	-	3465	197	300	270	802	841	1002	1156	1112	1270
gene-ACX60_RS11160	NZ_CP012004.1	2337325	2338941	+	1617	47	84	72	66	72	47	37	62	79
gene-ACX60_RS11165	NZ_CP012004.1	2338999	2339454	-	456	19	47	42	24	26	36	28	26	19
gene-ACX60_RS11170	NZ_CP012004.1	2339611	2340222	+	612	341	606	479	733	945	548	922	1098	991
gene-ACX60_RS11175	NZ_CP012004.1	2340293	2340904	-	612	253	392	390	273	324	304	205	216	268
gene-ACX60_RS11180	NZ_CP012004.1	2341187	2341423	+	237	23	24	83	61	44	36	8	33	19
gene-ACX60_RS20025	NZ_CP012004.1	2341484	2342719	-	1236	85	130	98	71	72	66	54	36	73
gene-ACX60_RS11190	NZ_CP012004.1	2343204	2343617	+	414	1	6	2	0	0	0	0	0	0
gene-ACX60_RS11195	NZ_CP012004.1	2343759	2344637	+	879	51	24	54	52	40	77	34	36	52
gene-ACX60_RS11200	NZ_CP012004.1	2344693	2346837	-	2145	1625	2422	2438	2358	2818	2522	967	1240	1455
gene-ACX60_RS11205	NZ_CP012004.1	2346892	2348301	-	1410	110	205	243	270	269	256	76	109	114
gene-ACX60_RS11210	NZ_CP012004.1	2348617	2349096	+	480	2	0	2	2	2	0	2	6	0
gene-ACX60_RS11215	NZ_CP012004.1	2349381	2349602	+	222	2	11	14	9	6	7	7	7	2
gene-ACX60_RS11220	NZ_CP012004.1	2349708	2350025	+	318	8	12	25	7	7	17	11	4	6
gene-ACX60_RS11225	NZ_CP012004.1	2350070	2350330	-	261	14	9	16	11	6	10	15	16	24
gene-ACX60_RS11230	NZ_CP012004.1	2350418	2350846	-	429	6	9	10	2	8	22	9	12	19
gene-ACX60_RS19750	NZ_CP012004.1	2351116	2351259	-	144	0	0	0	4	0	0	2	0	0
gene-ACX60_RS11240	NZ_CP012004.1	2352228	2352518	+	291	80	97	195	25	29	101	78	73	88
gene-ACX60_RS11245	NZ_CP012004.1	2352520	2353425	-	906	397	521	678	345	316	450	552	612	731
gene-ACX60_RS11250	NZ_CP012004.1	2353537	2354775	+	1239	73	121	122	61	44	85	58	85	123
gene-ACX60_RS11255	NZ_CP012004.1	2354821	2356104	-	1284	17	46	49	16	15	20	16	4	29
gene-ACX60_RS11260	NZ_CP012004.1	2356348	2357019	-	672	30	107	55	26	41	27	19	24	44
gene-ACX60_RS11265	NZ_CP012004.1	2357090	2358784	-	1695	128	118	135	54	62	80	28	62	88
gene-ACX60_RS11270	NZ_CP012004.1	2358895	2359512	-	618	111	126	186	43	64	74	42	54	51
gene-ACX60_RS11275	NZ_CP012004.1	2359657	2360829	+	1173	249	353	345	104	172	104	60	84	114
gene-ACX60_RS11280	NZ_CP012004.1	2360854	2362455	+	1602	421	734	540	154	229	190	92	137	172
gene-ACX60_RS11285	NZ_CP012004.1	2362465	2363268	+	804	121	212	161	95	89	56	35	54	95
gene-ACX60_RS11290	NZ_CP012004.1	2363280	2365271	+	1992	587	946	693	350	392	315	234	256	314
gene-ACX60_RS11295	NZ_CP012004.1	2365268	2366170	+	903	341	533	463	252	267	262	148	170	238
gene-ACX60_RS11300	NZ_CP012004.1	2366420	2367361	-	942	299	467	396	335	311	350	480	494	661
gene-ACX60_RS11305	NZ_CP012004.1	2367566	2371048	+	3483	467	593	653	570	624	687	573	640	817
gene-ACX60_RS11310	NZ_CP012004.1	2371110	2371913	-	804	127	327	260	267	270	255	276	248	392
gene-ACX60_RS11315	NZ_CP012004.1	2372471	2373097	+	627	2	4	6	2	0	12	12	14	14
gene-ACX60_RS11320	NZ_CP012004.1	2373326	2374141	-	816	50	82	92	38	42	50	32	48	46
gene-ACX60_RS11325	NZ_CP012004.1	2374178	2375365	-	1188	108	136	134	102	74	80	82	80	118
gene-ACX60_RS11330	NZ_CP012004.1	2375392	2376546	-	1155	12	31	34	30	16	38	20	42	23
gene-ACX60_RS11335	NZ_CP012004.1	2376648	2378357	-	1710	76	77	101	78	56	72	68	90	126
gene-ACX60_RS11340	NZ_CP012004.1	2378351	2379553	-	1203	23	27	27	28	16	59	34	35	62
gene-ACX60_RS11345	NZ_CP012004.1	2379576	2380613	-	1038	14	21	9	7	9	11	6	14	23
gene-ACX60_RS11350	NZ_CP012004.1	2380704	2381426	-	723	301	423	435	291	385	322	260	320	300
gene-ACX60_RS11355	NZ_CP012004.1	2382673	2383965	+	1293	135	190	296	167	150	169	278	240	337
gene-ACX60_RS11360	NZ_CP012004.1	2384114	2385328	-	1215	396	596	514	162	215	148	48	42	99
gene-ACX60_RS11365	NZ_CP012004.1	2385470	2386285	+	816	182	401	378	198	188	295	166	164	205
gene-ACX60_RS11370	NZ_CP012004.1	2386341	2386937	-	597	333	446	488	457	323	489	222	239	275
gene-ACX60_RS11375	NZ_CP012004.1	2387036	2387941	+	906	122	178	209	122	140	114	176	149	146
gene-ACX60_RS11380	NZ_CP012004.1	2388145	2388717	-	573	209	282	270	168	214	254	223	262	260
gene-ACX60_RS11385	NZ_CP012004.1	2388730	2389794	-	1065	322	525	469	270	272	279	319	273	327
gene-ACX60_RS11390	NZ_CP012004.1	2389913	2390539	-	627	21	25	59	18	26	45	26	32	43
gene-ACX60_RS11395	NZ_CP012004.1	2390741	2391343	-	603	4	14	22	16	3	13	10	10	14
gene-ACX60_RS11400	NZ_CP012004.1	2392425	2393621	+	1197	38	47	46	44	28	52	77	59	34
